1.8433016540e-01 9.1297446141e+01 2.6704051750e-03 1.0890844737e-03 2.9367359856e-03
1.7381334300e-01 8.6088537309e+01 2.7015138989e-03 1.1159773685e-03 2.7844238787e-03
1.6354435680e-01 8.1002380019e+01 2.7313817564e-03 1.1423398419e-03 2.6301818807e-03
1.5353184940e-01 7.6043254891e+01 2.7598446186e-03 1.1680602851e-03 2.4744479464e-03
1.4378446340e-01 7.1215442544e+01 2.7866454648e-03 1.1929845710e-03 2.3176961184e-03
1.3431096080e-01 6.6523282737e+01 2.8115431065e-03 1.2169610253e-03 2.1604388745e-03
1.2512028220e-01 6.1971203685e+01 2.8341736648e-03 1.2397805280e-03 2.0032291070e-03
1.1622112990e-01 5.7563515578e+01 2.8541420646e-03 1.2612152245e-03 1.8466542744e-03
1.0762226580e-01 5.3304558124e+01 2.8710506701e-03 1.2810308459e-03 1.6913382361e-03
9.9332273000e-02 4.9198582471e+01 2.8842892916e-03 1.2988931401e-03 1.5379379189e-03
9.1359376900e-02 4.5249662604e+01 2.8928549931e-03 1.3142827817e-03 1.3871492867e-03
8.3711624100e-02 4.1461783947e+01 2.8952715391e-03 1.3264518282e-03 1.2397236712e-03
7.6396584500e-02 3.7838695819e+01 2.8898119607e-03 1.3345200985e-03 1.0964671229e-03
6.9421172100e-02 3.4383822676e+01 2.8743891353e-03 1.3374228362e-03 9.5823427621e-04
6.2791883900e-02 3.1100382436e+01 2.8460014705e-03 1.3336478383e-03 8.2594110495e-04
5.6514143900e-02 2.7991061570e+01 2.8007692223e-03 1.3212430737e-03 7.0056309964e-04
5.0592660900e-02 2.5058192313e+01 2.7340418198e-03 1.2978596845e-03 5.8313906557e-04
4.5031011100e-02 2.2303545932e+01 2.6402798319e-03 1.2606926807e-03 4.7474829846e-04
3.9831459500e-02 1.9728244265e+01 2.5133238598e-03 1.2066072511e-03 3.7647807361e-04
3.4995079000e-02 1.7332818713e+01 2.3471635016e-03 1.1325121647e-03 2.8936804594e-04
3.0521392800e-02 1.5117033120e+01 2.1372913639e-03 1.0360291273e-03 2.1430718291e-04
2.6408135900e-02 1.3079765647e+01 1.8830389381e-03 9.1665569498e-04 1.5188911485e-04
2.2651493500e-02 1.1219126850e+01 1.5905764488e-03 7.7727375835e-04 1.0223784652e-04
1.9245624500e-02 9.5322236728e+00 1.2751068347e-03 6.2528330369e-04 6.4830051566e-05
1.6182661100e-02 8.0151592497e+00 9.6021138300e-04 4.7233630380e-04 3.8416476873e-05
1.3452708700e-02 6.6630328537e+00 6.7288655709e-04 3.3191720512e-04 2.1116339035e-05
1.1043787000e-02 5.4699107259e+00 4.3558414753e-04 2.1538682449e-04 1.0700929416e-05
8.9417100000e-03 4.4287666393e+00 2.5929571431e-04 1.2848858361e-04 4.9774309172e-06
7.1302652000e-03 3.5315706556e+00 1.4175407205e-04 7.0371663960e-05 2.1195568977e-06
5.5911541000e-03 2.7692596554e+00 7.1275675931e-05 3.5438581322e-05 8.2534504242e-07
4.3041110000e-03 2.1317961786e+00 3.3068246143e-05 1.6462958371e-05 2.9371862083e-07
3.2472014000e-03 1.6083162204e+00 1.4205440152e-05 7.0796561132e-06 9.5452805102e-08
2.3969412000e-03 1.1871882697e+00 5.6640449625e-06 2.8252342899e-06 2.8281369022e-08
1.7285347000e-03 8.5613118902e-01 2.0978893456e-06 1.0471315355e-06 7.6207428253e-09
1.2165308000e-03 6.0253922602e-01 7.2170633169e-07 3.6041417685e-07 1.8646014266e-09
8.3464380000e-04 4.1339325667e-01 2.3042657118e-07 1.1511712354e-07 4.1344071399e-10
5.5694580000e-04 2.7585137283e-01 6.7836322303e-08 3.3899270574e-08 8.2643674506e-11
3.5780670000e-04 1.7721916460e-01 1.7833804701e-08 8.9137118231e-09 1.4472923354e-11
2.1284820000e-04 1.0542222991e-01 3.7080907414e-09 1.8536507405e-09 1.9905137155e-12
9.9897400000e-05 4.9478485935e-02 3.7111270161e-10 1.8553781421e-10 1.4826314934e-13
0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 -0.0000000000e+00
