variables = N Reb Retau f DR PS
zone t = "N=0"
  0.00000000       5300.69043       180.098618       3.74689251E-02   0.0000000000       0.00000000
  0.00000000       17000.8301       495.293030       2.71602720E-02  0.0 0.0
  0.00000000       44000.377460796568       1136.5902154636028       2.1352316590427287E-002  0.0 0.0
  0.00000000       82499.284467968697       1979.3207325153785       1.8419674954340964E-002  0.0 0.0
  0.00000000       133000.62640452597       3020.1582058023159       1.6500685703443308E-002  0.0 0.0
zone t = "N=0.25"
  0.249945745       5301.15039       174.686234       3.47477794E-02   7.26240873E-02   6.75917417E-02
  0.24997079425394531        17001.986222768192        481.11629411799379        2.5624227977045347E-002   5.7969535311174103E-002   5.5807747711815868E-002
  0.24999565756235878        44000.764282300246        1087.9136235205794        1.9562230354577721E-002   8.3835691938573653E-002   8.2771353633620981E-002
  0.24999792141912211        82500.685937392816        1861.1132136876608        1.6284725583938772E-002  0.11590591993036481       0.11524787847117862     
  0.24999878547154220        133000.64613227852        2820.4250909185075        1.4390358578633078E-002  0.13435664910289047       0.13390436699124791     
zone t = "N=0.5"
  0.499989808       5300.10791       168.272888       3.22558768E-02  0.126821637      0.106392421
  0.49994056266946607        17002.021109496862        452.64672602093719        2.2681284344693010E-002  0.16616177275229471       0.15751467558444582
  0.49999109116585172        44000.783991373944        1013.6303905562136        1.6981982736876351E-002  0.20467726932779706       0.20041992182891516
  0.49999564892326398        82500.717933909007        1723.5749413719795        1.3966734107464809E-002  0.24174915452706569       0.23911699175284354     
  0.49999753726463692        133000.65509083320        2586.2950800420476        1.2100367639153101E-002  0.27210967447355949       0.27030054639256290
zone t = "N=1.0"
  0.999986410       5300.07227       168.616119       3.23880352E-02  0.123244047       4.15255278E-02
  0.99987964690379139        17002.046248907936        411.52594618102762        1.8747442753989992E-002  0.31078266142928879       0.27619442618597295
  0.99998138283448423        44000.819170533330        892.25291782959380        1.3158440112923591E-002  0.38374648684150059       0.36671713769151792
  0.99999113588684319        82500.731295817721        1498.2928076306184        1.0554259581106805E-002  0.42701162711776663       0.41648298113657273     
  0.99999590294757779        133000.54491020468        2275.2027517940624        9.3644730979654481E-003  0.43668576237252776       0.42944923206386010
zone t = "N=2.0"
   1.99997282       5300.07227       168.431503       3.23171467E-02  0.125163019     -0.201711059
  1.9997607603508136        17002.033780298527        396.90901959351169        1.7439344835688493E-002  0.35887262109324181       0.22051937573226771
  1.9999616605239228        44000.843484643083        808.56461528454304        1.0805812758230060E-002  0.49392785028888497       0.42581056661039923
   2                         82500.758114077209        1316.8551317235381        8.1528621748649527E-003  0.557382950835212         0.515267246965272      
  1.9999903519028717        133000.64160155415        1882.8919620283230        6.4134735675765624E-003  0.61420136130795622       0.58525530320465380
zone t = "N=4.0"
   3.99990225       5300.12939       167.261917       3.18692029E-02  0.137289047      -1.17016482
  3.9995435538759443        17001.940117417005        376.59144756175982        1.5699792761077472E-002  0.42282424729108148      -0.13059788038078213
  3.9999251751794547        44000.823088422861        755.77765299399141        9.4409667934122806E-003  0.55784812606025680       0.28537861244364843
  3.9999612007995746        82500.800241270961        1221.8239497009663        7.0186069730010037E-003  0.61896140999234295       0.45050349663192901     
  3.9999810883361993        133000.62881579436        1699.3876327041698        5.2242926448431495E-003  0.68573582329880201       0.56995155749350512
zone t = "Laminar"
  0 1 0 64 0 0
  0 100000 0 0.00064 0 0
zone t = "Prandtl"
  0     1000      0    	   0.0626    0    0
  0     2000      0        0.0495    0    0
  0     3000      0        0.0435    0    0
  0     4000      0        0.0399    0    0
  0     5000      0        0.0374    0    0
  0     6000      0        0.0355    0    0
  0     7000      0        0.0340    0    0
  0     8000      0        0.0328    0    0
  0     9000      0        0.0318    0    0
  0    10000      0        0.0309    0    0
  0    11000      0        0.0301    0    0
  0    12000      0        0.0294    0    0
  0    13000      0        0.0288    0    0
  0    14000      0        0.0283    0    0
  0    15000      0        0.0278    0    0
  0    16000      0        0.0274    0    0
  0    17000      0        0.0269    0    0
  0    18000      0        0.0266    0    0
  0    19000      0        0.0262    0    0
  0    20000      0        0.0259    0    0
  0    21000      0        0.0256    0    0
  0    22000      0        0.0253    0    0
  0    23000      0        0.0250    0    0
  0    24000      0        0.0248    0    0
  0    25000      0        0.0245    0    0
  0    26000      0        0.0243    0    0
  0    27000      0        0.0241    0    0
  0    28000      0        0.0239    0    0
  0    29000      0        0.0237    0    0
  0    30000      0        0.0235    0    0
  0    31000      0        0.0233    0    0
  0    32000      0        0.0231    0    0
  0    33000      0        0.0230    0    0
  0    34000      0        0.0228    0    0
  0    35000      0        0.0227    0    0
  0    36000      0        0.0225    0    0
  0    37000      0        0.0224    0    0
  0    38000      0        0.0222    0    0
  0    39000      0        0.0221    0    0
  0    40000      0        0.0220    0    0
  0    41000      0        0.0219    0    0
  0    42000      0        0.0217    0    0
  0    43000      0        0.0216    0    0
  0    44000      0        0.0215    0    0
  0    45000      0        0.0214    0    0
  0    46000      0        0.0213    0    0
  0    47000      0        0.0212    0    0
  0    48000      0        0.0211    0    0
  0    49000      0        0.0210    0    0
  0    50000      0        0.0209    0    0
  0    51000      0        0.0208    0    0
  0    52000      0        0.0207    0    0
  0    53000      0        0.0206    0    0
  0    54000      0        0.0205    0    0
  0    55000      0        0.0205    0    0
  0    56000      0        0.0204    0    0
  0    57000      0        0.0203    0    0
  0    58000      0        0.0202    0    0
  0    59000      0        0.0201    0    0
  0    60000      0        0.0201    0    0
  0    61000      0        0.0200    0    0
  0    62000      0        0.0199    0    0
  0    63000      0        0.0199    0    0
  0    64000      0        0.0198    0    0
