    0.0000000000e+00    1.0000000000e+00    1.0000000000e+00    1.0000000000e+00    1.0000000000e+00    1.0000000000e+00
    5.8593750000e-02    9.7081761777e-01    9.5205815317e-01    9.8973834315e-01    9.8973834315e-01    9.5499133811e-01
    1.1718750000e-01    8.9173501732e-01    8.2891527716e-01    9.6099522868e-01    9.6099522868e-01    8.3481902034e-01
    1.7578125000e-01    7.8260303317e-01    6.7481314186e-01    9.1856400277e-01    9.1856400277e-01    6.7456636007e-01
    2.3437500000e-01    6.6401515154e-01    5.2726133492e-01    8.6762270581e-01    8.6762270581e-01    5.1064394286e-01
    2.9296875000e-01    5.5065403877e-01    4.0439889222e-01    8.1243990401e-01    8.1243990401e-01    3.6770836582e-01
    3.5156250000e-01    4.5037053384e-01    3.0932010015e-01    7.5614347256e-01    7.5614347256e-01    2.5615140777e-01
    4.1015625000e-01    3.6585772281e-01    2.3803191644e-01    7.0081675402e-01    7.0081675402e-01    1.7599658593e-01
    4.6875000000e-01    2.9664799440e-01    1.8480879975e-01    6.4769455088e-01    6.4769455088e-01    1.2202660084e-01
    5.2734375000e-01    2.4076484716e-01    1.4461694127e-01    5.9741771440e-01    5.9741771440e-01    8.7553234021e-02
    5.8593750000e-01    1.9581195079e-01    1.1369975729e-01    5.5025110602e-01    5.5025110602e-01    6.6448995466e-02
    6.4453125000e-01    1.5951968374e-01    8.9433328968e-02    5.0623029273e-01    5.0623029273e-01    5.3922819504e-02
    7.0312500000e-01    1.2996295739e-01    7.0041967080e-02    4.6526040628e-01    4.6526040628e-01    4.6592415703e-02
    7.6171875000e-01    1.0561755256e-01    5.4311113374e-02    4.2718134585e-01    4.2718134585e-01    4.2247073042e-02
    8.2031250000e-01    8.5326726430e-02    4.1366923545e-02    3.9180596187e-01    3.9180596187e-01    3.9527596858e-02
    8.7890625000e-01    6.8228561998e-02    3.0571624218e-02    3.5894159295e-01    3.5894159295e-01    3.7638163831e-02
    9.3750000000e-01    5.3680815463e-02    2.1470285849e-02    3.2840092063e-01    3.2840092063e-01    3.6132582230e-02
    9.9609375000e-01    4.1196704247e-02    1.3729238370e-02    3.0000511281e-01    3.0000511281e-01    3.4770180805e-02
    1.0546875000e+00    3.0395650077e-02    7.0874561087e-03    2.7358343125e-01    2.7358343125e-01    3.3423503751e-02
    1.1132812500e+00    2.0970870094e-02    1.3394539035e-03    2.4897267810e-01    2.4897267810e-01    3.2028363163e-02
    1.1718750000e+00    1.2670642399e-02   -3.6738205261e-03    2.2601771413e-01    2.2601771413e-01    3.0562870062e-02
    1.2304687500e+00    5.2890021217e-03   -8.0787207377e-03    2.0457334136e-01    2.0457334136e-01    2.9036092048e-02
    1.2890625000e+00   -1.3376403852e-03   -1.1980263893e-02    1.8450683471e-01    1.8450683471e-01    2.7474477258e-02
    1.3476562500e+00   -7.3324690045e-03   -1.5466964214e-02    1.6569987405e-01    1.6569987405e-01    2.5904863699e-02
    1.4062500000e+00   -1.2782803345e-02   -1.8611058890e-02    1.4804885296e-01    1.4804885296e-01    2.4339673701e-02
    1.4648437500e+00   -1.7747137194e-02   -2.1463913416e-02    1.3146340991e-01    1.3146340991e-01    2.2771526584e-02
    1.5234375000e+00   -2.2262887220e-02   -2.4053260205e-02    1.1586376393e-01    1.1586376393e-01    2.1176772362e-02
    1.5820312500e+00   -2.6354216461e-02   -2.6386552835e-02    1.0117812669e-01    1.0117812669e-01    1.9523926148e-02
    1.6406250000e+00   -3.0040968168e-02   -2.8462089514e-02    8.7340882246e-02    8.7340882246e-02    1.7784807075e-02
    1.6992187500e+00   -3.3348291300e-02   -3.0287296934e-02    7.4291530737e-02    7.4291530737e-02    1.5945765612e-02
    1.7578125000e+00   -3.6313490790e-02   -3.1895542887e-02    6.1974179133e-02    6.1974179133e-02    1.4012507049e-02
    1.8164062500e+00   -3.8985285520e-02   -3.3343779028e-02    5.0337639924e-02    5.0337639924e-02    1.2005405494e-02
    1.8750000000e+00   -4.1414498518e-02   -3.4689593350e-02    3.9335970807e-02    3.9335970807e-02    9.9498346433e-03
    1.9335937500e+00   -4.3641720427e-02   -3.5966732648e-02    2.8928812344e-02    2.8928812344e-02    7.8699215420e-03
    1.9921875000e+00   -4.5690988033e-02   -3.7178624656e-02    1.9080625527e-02    1.9080625527e-02    5.7885640578e-03
    2.0507812500e+00   -4.7572982665e-02   -3.8308256736e-02    9.7589200271e-03    9.7589200271e-03    3.7286999899e-03
    2.1093750000e+00   -4.9293312918e-02   -3.9333802326e-02    9.3243289366e-04    9.3243289366e-04    1.7085082462e-03
    2.1679687500e+00   -5.0859782937e-02   -4.0241757597e-02   -7.4296406850e-03   -7.4296406850e-03   -2.6891346950e-04
    2.2265625000e+00   -5.2286659393e-02   -4.1034101028e-02   -1.5357267233e-02   -1.5357267233e-02   -2.2239281531e-03
    2.2851562500e+00   -5.3595684459e-02   -4.1726487421e-02   -2.2878894625e-02   -2.2878894625e-02   -4.1996404151e-03
    2.3437500000e+00   -5.4813161596e-02   -4.2341350608e-02   -3.0021358708e-02   -3.0021358708e-02   -6.2515378454e-03
    2.4023437500e+00   -5.5962630061e-02   -4.2900347912e-02   -3.6810014901e-02   -3.6810014901e-02   -8.4310327221e-03
    2.4609375000e+00   -5.7055948895e-02   -4.3418042648e-02   -4.3268255168e-02   -4.3268255168e-02   -1.0766508830e-02
    2.5195312500e+00   -5.8089466722e-02   -4.3896813836e-02   -4.9416403672e-02   -4.9416403672e-02   -1.3245823793e-02
    2.5781250000e+00   -5.9050331152e-02   -4.4329346391e-02   -5.5271173161e-02   -5.5271173161e-02   -1.5809855174e-02
    2.6367187500e+00   -5.9928116520e-02   -4.4710501755e-02   -6.0846418623e-02   -6.0846418623e-02   -1.8364727174e-02
    2.6953125000e+00   -6.0721367553e-02   -4.5047482491e-02   -6.6154881216e-02   -6.6154881216e-02   -2.0808847207e-02
    2.7539062500e+00   -6.1435004200e-02   -4.5354687900e-02   -7.1210002432e-02   -7.1210002432e-02   -2.3061942485e-02
    2.8125000000e+00   -6.2074717423e-02   -4.5641560812e-02   -7.6027190645e-02   -7.6027190645e-02   -2.5085447434e-02
    2.8710937500e+00   -6.2645512796e-02   -4.5909797013e-02   -8.0624051467e-02   -8.0624051467e-02   -2.6888640385e-02
    2.9296875000e+00   -6.3154503369e-02   -4.6163551888e-02   -8.5019446840e-02   -8.5019446840e-02   -2.8520383265e-02
    2.9882812500e+00   -6.3611833140e-02   -4.6420938887e-02   -8.9231763315e-02   -8.9231763315e-02   -3.0049739795e-02
    3.0468750000e+00   -6.4026361196e-02   -4.6713436131e-02   -9.3277129651e-02   -9.3277129651e-02   -3.1541319569e-02
    3.1054687500e+00   -6.4399809313e-02   -4.7066616425e-02   -9.7167900534e-02   -9.7167900534e-02   -3.3032835966e-02
    3.1640625000e+00   -6.4725540452e-02   -4.7477738638e-02   -1.0091187519e-01   -1.0091187519e-01   -3.4524152694e-02
    3.2226562500e+00   -6.4993120138e-02   -4.7912722609e-02   -1.0451284461e-01   -1.0451284461e-01   -3.5983464081e-02
    3.2812500000e+00   -6.5195019587e-02   -4.8326623703e-02   -1.0797247811e-01   -1.0797247811e-01   -3.7367707825e-02
    3.3398437500e+00   -6.5331321466e-02   -4.8688852624e-02   -1.1129245206e-01   -1.1129245206e-01   -3.8644425337e-02
