    3.3984375000e+00   -6.5411468558e-02   -4.8995436091e-02   -1.1447588864e-01   -1.1447588864e-01   -3.9802315061e-02
    3.4570312500e+00   -6.5453758073e-02   -4.9262725143e-02   -1.1752785754e-01   -1.1752785754e-01   -4.0847719494e-02
    3.5156250000e+00   -6.5482813765e-02   -4.9513013120e-02   -1.2045520874e-01   -1.2045520874e-01   -4.1795030636e-02
    3.5742187500e+00   -6.5524622511e-02   -4.9763934379e-02   -1.2326592560e-01   -1.2326592560e-01   -4.2658981852e-02
    3.6328125000e+00   -6.5600456793e-02   -5.0024747591e-02   -1.2596836799e-01   -1.2596836799e-01   -4.3452146621e-02
    3.6914062500e+00   -6.5722673227e-02   -5.0295133564e-02   -1.2857083051e-01   -1.2857083051e-01   -4.4187661305e-02
    3.7500000000e+00   -6.5894814155e-02   -5.0567306747e-02   -1.3108166762e-01   -1.3108166762e-01   -4.4885391311e-02
    3.8085937500e+00   -6.6114728267e-02   -5.0831250100e-02   -1.3350940434e-01   -1.3350940434e-01   -4.5575884393e-02
    3.8671875000e+00   -6.6377930295e-02   -5.1080820729e-02   -1.3586218320e-01   -1.3586218320e-01   -4.6297670266e-02
    3.9257812500e+00   -6.6680075121e-02   -5.1315565140e-02   -1.3814651950e-01   -1.3814651950e-01   -4.7088646585e-02
    3.9843750000e+00   -6.7018541308e-02   -5.1537335369e-02   -1.4036623680e-01   -1.4036623680e-01   -4.7977022122e-02
    4.0429687500e+00   -6.7391414328e-02   -5.1745980215e-02   -1.4252241542e-01   -1.4252241542e-01   -4.8976352216e-02
    4.1015625000e+00   -6.7793147296e-02   -5.1940111086e-02   -1.4461440840e-01   -1.4461440840e-01   -5.0084679796e-02
    4.1601562500e+00   -6.8209405265e-02   -5.2120046560e-02   -1.4664099565e-01   -1.4664099565e-01   -5.1283376363e-02
    4.2187500000e+00   -6.8614805718e-02   -5.2287911971e-02   -1.4860102910e-01   -1.4860102910e-01   -5.2534545232e-02
    4.2773437500e+00   -6.8975429317e-02   -5.2442784648e-02   -1.5049365278e-01   -1.5049365278e-01   -5.3781359901e-02
    4.3359375000e+00   -6.9256626032e-02   -5.2576218366e-02   -1.5231866958e-01   -1.5231866958e-01   -5.4957337133e-02
    4.3945312500e+00   -6.9433660978e-02   -5.2674037434e-02   -1.5407719357e-01   -1.5407719357e-01   -5.6004410926e-02
    4.4531250000e+00   -6.9499739728e-02   -5.2726902790e-02   -1.5577227441e-01   -1.5577227441e-01   -5.6892001489e-02
    4.5117187500e+00   -6.9466835767e-02   -5.2740184847e-02   -1.5740893856e-01   -1.5740893856e-01   -5.7625030641e-02
    4.5703125000e+00   -6.9360139084e-02   -5.2733570559e-02   -1.5899353790e-01   -1.5899353790e-01   -5.8235381200e-02
    4.6289062500e+00   -6.9210567241e-02   -5.2733126700e-02   -1.6053263600e-01   -1.6053263600e-01   -5.8764247476e-02
    4.6875000000e+00   -6.9049623585e-02   -5.2766162028e-02   -1.6203193147e-01   -1.6203193147e-01   -5.9249340472e-02
    4.7460937500e+00   -6.8907649285e-02   -5.2857682460e-02   -1.6349543853e-01   -1.6349543853e-01   -5.9721934717e-02
    4.8046875000e+00   -6.8813515575e-02   -5.3026132906e-02   -1.6492513984e-01   -1.6492513984e-01   -6.0208936132e-02
    4.8632812500e+00   -6.8792197568e-02   -5.3280946801e-02   -1.6632114077e-01   -1.6632114077e-01   -6.0733558253e-02
    4.9218750000e+00   -6.8859035998e-02   -5.3620352790e-02   -1.6768199960e-01   -1.6768199960e-01   -6.1312427830e-02
    4.9804687500e+00   -6.9014242718e-02   -5.4025689244e-02   -1.6900483433e-01   -1.6900483433e-01   -6.1950644855e-02
    5.0390625000e+00   -6.9242985668e-02   -5.4462060874e-02   -1.7028549748e-01   -1.7028549748e-01   -6.2640218505e-02
    5.0976562500e+00   -6.9521037932e-02   -5.4888897321e-02   -1.7151900009e-01   -1.7151900009e-01   -6.3365660802e-02
    5.1562500000e+00   -6.9821561891e-02   -5.5270179660e-02   -1.7270005594e-01   -1.7270005594e-01   -6.4114159680e-02
    5.2148437500e+00   -7.0120187011e-02   -5.5579088559e-02   -1.7382354735e-01   -1.7382354735e-01   -6.4881939316e-02
    5.2734375000e+00   -7.0398780423e-02   -5.5805385065e-02   -1.7488494555e-01   -1.7488494555e-01   -6.5671031697e-02
    5.3320312500e+00   -7.0647314697e-02   -5.5961757997e-02   -1.7588044282e-01   -1.7588044282e-01   -6.6478541784e-02
    5.3906250000e+00   -7.0862481961e-02   -5.6077829569e-02   -1.7680685292e-01   -1.7680685292e-01   -6.7287308558e-02
    5.4492187500e+00   -7.1044002037e-02   -5.6181996464e-02   -1.7766164278e-01   -1.7766164278e-01   -6.8064620230e-02
    5.5078125000e+00   -7.1191971558e-02   -5.6284638559e-02   -1.7844320396e-01   -1.7844320396e-01   -6.8769617298e-02
    5.5664062500e+00   -7.1306233823e-02   -5.6372843624e-02   -1.7915104830e-01   -1.7915104830e-01   -6.9365537934e-02
    5.6250000000e+00   -7.1386103234e-02   -5.6420385747e-02   -1.7978613481e-01   -1.7978613481e-01   -6.9833470216e-02
    5.6835937500e+00   -7.1429526148e-02   -5.6405729558e-02   -1.8035138923e-01   -1.8035138923e-01   -7.0183797433e-02
    5.7421875000e+00   -7.1433160552e-02   -5.6326123872e-02   -1.8085200660e-01   -1.8085200660e-01   -7.0460288088e-02
    5.8007812500e+00   -7.1394033014e-02   -5.6197763751e-02   -1.8129523801e-01   -1.8129523801e-01   -7.0732760578e-02
    5.8593750000e+00   -7.1311931379e-02   -5.6045689846e-02   -1.8168996549e-01   -1.8168996549e-01   -7.1080510706e-02
    5.9179687500e+00   -7.1191931156e-02   -5.5894690447e-02   -1.8204615719e-01   -1.8204615719e-01   -7.1572642076e-02
    5.9765625000e+00   -7.1047129920e-02   -5.5767428095e-02   -1.8237416544e-01   -1.8237416544e-01   -7.2251590810e-02
    6.0351562500e+00   -7.0899305126e-02   -5.5683140183e-02   -1.8268383986e-01   -1.8268383986e-01   -7.3123930527e-02
    6.0937500000e+00   -7.0774650817e-02   -5.5652867048e-02   -1.8298362701e-01   -1.8298362701e-01   -7.4161279463e-02
    6.1523437500e+00   -7.0695703649e-02   -5.5673808269e-02   -1.8327975341e-01   -1.8327975341e-01   -7.5310600733e-02
    6.2109375000e+00   -7.0674617644e-02   -5.5728464488e-02   -1.8357590394e-01   -1.8357590394e-01   -7.6509884838e-02
    6.2695312500e+00   -7.0711092339e-02   -5.5789037102e-02   -1.8387380615e-01   -1.8387380615e-01   -7.7703195855e-02
    6.3281250000e+00   -7.0794844148e-02   -5.5826381984e-02   -1.8417461238e-01   -1.8417461238e-01   -7.8851964175e-02
    6.3867187500e+00   -7.0910400225e-02   -5.5821564070e-02   -1.8448002938e-01   -1.8448002938e-01   -7.9942074159e-02
    6.4453125000e+00   -7.1041329385e-02   -5.5776948977e-02   -1.8479240170e-01   -1.8479240170e-01   -8.0984165074e-02
    6.5039062500e+00   -7.1171364163e-02   -5.5714330510e-02   -1.8511375161e-01   -1.8511375161e-01   -8.2001564099e-02
    6.5625000000e+00   -7.1282867651e-02   -5.5655535213e-02   -1.8544446121e-01   -1.8544446121e-01   -8.3010020582e-02
    6.6210937500e+00   -7.1355999505e-02   -5.5604882128e-02   -1.8578242267e-01   -1.8578242267e-01   -8.4003166949e-02
    6.6796875000e+00   -7.1372253889e-02   -5.5555026294e-02   -1.8612337461e-01   -1.8612337461e-01   -8.4952515584e-02
    6.7382812500e+00   -7.1321534452e-02   -5.5504081234e-02   -1.8646220775e-01   -1.8646220775e-01   -8.5819310248e-02
    6.7968750000e+00   -7.1207729505e-02   -5.5460864752e-02   -1.8679442215e-01   -1.8679442215e-01   -8.6571491837e-02
    6.8554687500e+00   -7.1048488174e-02   -5.5436518365e-02   -1.8711684662e-01   -1.8711684662e-01   -8.7197280630e-02
    6.9140625000e+00   -7.0869749144e-02   -5.5438850503e-02   -1.8742744601e-01   -1.8742744601e-01   -8.7708463328e-02
    6.9726562500e+00   -7.0698105130e-02   -5.5473926862e-02   -1.8772463574e-01   -1.8772463574e-01   -8.8132223064e-02
    7.0312500000e+00   -7.0553729269e-02   -5.5548608888e-02   -1.8800670316e-01   -1.8800670316e-01   -8.8498464658e-02
    7.0898437500e+00   -7.0445711895e-02   -5.5667890281e-02   -1.8827137365e-01   -1.8827137365e-01   -8.8831199611e-02
    7.1484375000e+00   -7.0372024121e-02   -5.5830210823e-02   -1.8851553505e-01   -1.8851553505e-01   -8.9147633627e-02
    7.2070312500e+00   -7.0324442642e-02   -5.6026233553e-02   -1.8873517829e-01   -1.8873517829e-01   -8.9460699824e-02
    7.2656250000e+00   -7.0295026616e-02   -5.6240901302e-02   -1.8892551158e-01   -1.8892551158e-01   -8.9777764337e-02
    7.3242187500e+00   -7.0278987448e-02   -5.6452413935e-02   -1.8908114123e-01   -1.8908114123e-01   -9.0092041332e-02
    7.3828125000e+00   -7.0272980705e-02   -5.6632385018e-02   -1.8919669454e-01   -1.8919669454e-01   -9.0373962946e-02
    7.4414062500e+00   -7.0272641629e-02   -5.6752746338e-02   -1.8926779863e-01   -1.8926779863e-01   -9.0575014333e-02
    7.5000000000e+00   -7.0273241081e-02   -5.6794916048e-02   -1.8929178930e-01   -1.8929178930e-01   -9.0648500536e-02
