    0.0000000000e+00    1.1161861354e-03
    4.1887902048e-01    3.2764083787e-03
    8.3775804096e-01    2.0550882458e-03
    1.2566370614e+00    1.3723408351e-03
    1.6755160819e+00    9.7046144875e-04
    2.0943951024e+00    6.9701693431e-04
    2.5132741229e+00    5.1075285432e-04
    2.9321531434e+00    3.9330848558e-04
    3.3510321638e+00    2.9627831429e-04
    3.7699111843e+00    2.3381410443e-04
    4.1887902048e+00    1.8280717961e-04
    4.6076692253e+00    1.4387495087e-04
    5.0265482457e+00    1.1543753680e-04
    5.4454272662e+00    9.1910625630e-05
    5.8643062867e+00    7.3991795000e-05
    6.2831853072e+00    6.0528874178e-05
    6.7020643277e+00    4.8988174852e-05
    7.1209433481e+00    3.9985440779e-05
    7.5398223686e+00    3.2904709704e-05
    7.9587013891e+00    2.7353846686e-05
    8.3775804096e+00    2.2538436252e-05
    8.7964594301e+00    1.8584999050e-05
    9.2153384505e+00    1.5437233465e-05
    9.6342174710e+00    1.2931231021e-05
    1.0053096491e+01    1.0771805287e-05
    1.0471975512e+01    9.0565083722e-06
    1.0890854532e+01    7.5244033547e-06
    1.1309733553e+01    6.3016313869e-06
    1.1728612573e+01    5.3055596012e-06
    1.2147491594e+01    4.4897733453e-06
    1.2566370614e+01    3.8265692764e-06
    1.2985249635e+01    3.2340811056e-06
    1.3404128655e+01    2.7641370380e-06
    1.3823007676e+01    2.3585810157e-06
    1.4241886696e+01    2.0293152267e-06
    1.4660765717e+01    1.7437531317e-06
    1.5079644737e+01    1.4937126742e-06
    1.5498523758e+01    1.2878481411e-06
    1.5917402778e+01    1.1102169841e-06
    1.6336281799e+01    9.6688501530e-07
    1.6755160819e+01    8.3494034878e-07
    1.7174039840e+01    7.2734502182e-07
    1.7592918860e+01    6.3636136222e-07
    1.8011797881e+01    5.5444904027e-07
    1.8430676901e+01    4.8506196017e-07
    1.8849555922e+01    4.2472263877e-07
    1.9268434942e+01    3.7570589089e-07
    1.9687313962e+01    3.3085917357e-07
    2.0106192983e+01    2.9260125341e-07
    2.0525072003e+01    2.5893707889e-07
    2.0943951024e+01    2.2923766221e-07
    2.1362830044e+01    2.0286333265e-07
    2.1781709065e+01    1.8012150358e-07
    2.2200588085e+01    1.6049726810e-07
    2.2619467106e+01    1.4343701538e-07
    2.3038346126e+01    1.2768651576e-07
    2.3457225147e+01    1.1386489396e-07
    2.3876104167e+01    1.0169304599e-07
    2.4294983188e+01    9.0828911251e-08
    2.4713862208e+01    8.0950475002e-08
    2.5132741229e+01    7.2320668104e-08
    2.5551620249e+01    6.4606700564e-08
    2.5970499270e+01    5.7767267368e-08
    2.6389378290e+01    5.1493551475e-08
    2.6808257311e+01    4.5916792086e-08
    2.7227136331e+01    4.0830579637e-08
    2.7646015352e+01    3.6413710779e-08
    2.8064894372e+01    3.2344008736e-08
    2.8483773393e+01    2.8778471111e-08
    2.8902652413e+01    2.5403315060e-08
    2.9321531434e+01    2.2475065474e-08
    2.9740410454e+01    1.9836157149e-08
    3.0159289474e+01    1.7449415098e-08
    3.0578168495e+01    1.5362839937e-08
    3.0997047515e+01    1.3458819588e-08
    3.1415926536e+01    1.1728697729e-08
    3.1834805556e+01    1.0257893070e-08
    3.2253684577e+01    8.9104939107e-09
    3.2672563597e+01    7.7234104601e-09
    3.3091442618e+01    6.7018220798e-09
    3.3510321638e+01    5.7806141766e-09
    3.3929200659e+01    4.9862386094e-09
    3.4348079679e+01    4.2978757147e-09
    3.4766958700e+01    3.7034806723e-09
    3.5185837720e+01    3.1766168743e-09
    3.5604716741e+01    2.7378474625e-09
    3.6023595761e+01    2.3468698390e-09
    3.6442474782e+01    2.0234063765e-09
    3.6861353802e+01    1.7404787272e-09
    3.7280232823e+01    1.4974335690e-09
    3.7699111843e+01    1.2886832504e-09
    3.8117990864e+01    1.1087962423e-09
    3.8536869884e+01    9.5655153245e-10
    3.8955748905e+01    8.2444120332e-10
    3.9374627925e+01    7.0916999496e-10
    3.9793506945e+01    6.1348707399e-10
    4.0212385966e+01    5.3016978392e-10
    4.0631264986e+01    4.5788584414e-10
    4.1050144007e+01    3.9622618391e-10
    4.1469023027e+01    3.4385756876e-10
    4.1887902048e+01    2.9742303923e-10
    4.2306781068e+01    2.5759557763e-10
    4.2725660089e+01    2.2351875043e-10
    4.3144539109e+01    1.9363462732e-10
    4.3563418130e+01    1.6863701441e-10
    4.3982297150e+01    1.4705545817e-10
    4.4401176171e+01    1.2827123407e-10
    4.4820055191e+01    1.1194874753e-10
    4.5238934212e+01    9.8111799199e-11
    4.5657813232e+01    8.6176735146e-11
    4.6076692253e+01    7.5650766956e-11
    4.6495571273e+01    6.6747397040e-11
    4.6914450294e+01    5.8939809810e-11
    4.7333329314e+01    5.2024843031e-11
    4.7752208335e+01    4.6203805705e-11
    4.8171087355e+01    4.1139641554e-11
    4.8589966376e+01    3.6726519035e-11
    4.9008845396e+01    3.3025065469e-11
    4.9427724416e+01    2.9772594798e-11
    4.9846603437e+01    2.6961943400e-11
    5.0265482457e+01    2.4664161857e-11
    5.0684361478e+01    2.2682721915e-11
    5.1103240498e+01    2.1061109391e-11
    5.1522119519e+01    1.9679033382e-11
    5.1940998539e+01    1.8584739162e-11
    5.2359877560e+01    1.7802284642e-11
    5.2778756580e+01    1.7216702421e-11
    5.3197635601e+01    1.6872224996e-11
    5.3616514621e+01    4.1933733293e-12
