    0.0000000000E+00    0.1000000000E+01
    0.1000000000E-01    0.8432163393E+00
    0.2000000000E-01    0.8714246624E+00
    0.3000000000E-01    0.6868230471E+00
    0.4000000000E-01    0.6870809783E+00
    0.5000000000E-01    0.5212053863E+00
    0.6000000000E-01    0.5168850311E+00
    0.7000000000E-01    0.3844661710E+00
    0.8000000000E-01    0.3847838372E+00
    0.9000000000E-01    0.2872551066E+00
    0.1000000000E+00    0.2929850414E+00
    0.1100000000E+00    0.2242294429E+00
    0.1200000000E+00    0.2328179394E+00
    0.1300000000E+00    0.1854024522E+00
    0.1400000000E+00    0.1940257559E+00
    0.1500000000E+00    0.1611704461E+00
    0.1600000000E+00    0.1680634650E+00
    0.1700000000E+00    0.1449210339E+00
    0.1800000000E+00    0.1499102488E+00
    0.1900000000E+00    0.1334514971E+00
    0.2000000000E+00    0.1366714183E+00
    0.2100000000E+00    0.1250155606E+00
    0.2200000000E+00    0.1264253053E+00
    0.2300000000E+00    0.1178063856E+00
    0.2400000000E+00    0.1177106403E+00
    0.2500000000E+00    0.1116252926E+00
    0.2600000000E+00    0.1107068874E+00
    0.2700000000E+00    0.1061301098E+00
    0.2800000000E+00    0.1044245069E+00
    0.2900000000E+00    0.1011370779E+00
    0.3000000000E+00    0.9888298108E-01
    0.3100000000E+00    0.9639749489E-01
    0.3200000000E+00    0.9412829369E-01
    0.3300000000E+00    0.9244412287E-01
    0.3400000000E+00    0.9002501199E-01
    0.3500000000E+00    0.8894980106E-01
    0.3600000000E+00    0.8638272855E-01
    0.3700000000E+00    0.8579326313E-01
    0.3800000000E+00    0.8300913232E-01
    0.3900000000E+00    0.8299593264E-01
    0.4000000000E+00    0.7983585480E-01
    0.4100000000E+00    0.8011275468E-01
    0.4200000000E+00    0.7715430239E-01
    0.4300000000E+00    0.7857623697E-01
    0.4400000000E+00    0.7626273990E-01
    0.4500000000E+00    0.7850725005E-01
    0.4600000000E+00    0.7619670800E-01
    0.4700000000E+00    0.7895093421E-01
    0.4800000000E+00    0.7645282368E-01
    0.4900000000E+00    0.7932143148E-01
    0.5000000000E+00    0.7658962116E-01
